sentence1,sentence2,label,ticket_id,issue_category,ground_truth_primary_issue_category,ground_truth_resolution_state
Installer says no permission for approved software request.,"Cause: Application not targeted correctly. Fix: Assigned package properly, installation finished without errors.",1.0,TDX-10001,permission_issue,software_install,resolved
Installer says no permission for approved software request.,Cause: API response payload change from upstream broke downstream parser. Fix: Update downstream service to match upstream response format.,0.0,TDX-10001,permission_issue,software_install,resolved
Cannot join secure office wireless network,Cause: Machine certificate expired. Fix: Renewed device certificate and re-applied Wi-Fi profile.,1.0,TDX-10002,wifi_connectivity,wifi_connectivity,resolved
Cannot join secure office wireless network,Cause: API contract change. Fix: Roll forward client configuration to current API contract.,0.0,TDX-10002,wifi_connectivity,wifi_connectivity,resolved
Two-factor login failing on mobile app.,Cause: Device token out of sync with identity platform. Fix: Reset MFA enrollment and re-register authenticator app.,1.0,TDX-10004,mfa_issue,mfa_issue,resolved
Two-factor login failing on mobile app.,Cause: Stale local credentials in Outlook. Fix: Cleared credential cache and re-added account.,0.0,TDX-10004,mfa_issue,mfa_issue,resolved
MFA code not working after changing phones,Cause: Device token out of sync with identity platform. Fix: Reset MFA enrollment and re-register authenticator app.,1.0,TDX-10005,mfa_issue,mfa_issue,resolved
MFA code not working after changing phones,"Cause: Application not targeted correctly. Fix: Assigned package properly, installation finished without errors.",0.0,TDX-10005,mfa_issue,mfa_issue,resolved
Browser shows certificate warning or login loop,Cause: Stale site data in browser cache and cookies. Fix: Reset affected browser cache and cookies.,1.0,TDX-10006,browser_issue,browser_issue,resolved
Browser shows certificate warning or login loop,Cause: Previous token expired. Fix: Generated fresh password reset link.,0.0,TDX-10006,browser_issue,browser_issue,resolved
Recover deleted file from backup,Cause: File deleted and not recoverable via normal recycle bin. Fix: Restored from prior snapshot and placed back in shared folder.,1.0,TDX-10007,data_recovery,data_recovery,resolved
Recover deleted file from backup,Cause: Cached credentials issue. Fix: Clear cached credentials and sign in again.,0.0,TDX-10007,data_recovery,data_recovery,resolved
Previous version of shared document needed restoration.,Cause: Backup snapshots not used. Fix: Recovered copy from backup and placed back in shared folder.,1.0,TDX-10008,shared_drive_issue,data_recovery,resolved
Previous version of shared document needed restoration.,Cause: Proxy settings misconfigured. Fix: Reset old proxy configuration and reapply managed settings.,0.0,TDX-10008,shared_drive_issue,data_recovery,resolved
"Disk almost full, apps failing due to lack of space.","Cause: Local C drive cache and temp files oversized. Fix: Cleared local cache and temp files, restored free space.",1.0,TDX-10009,disk_space_full,disk_space_full,resolved
"Disk almost full, apps failing due to lack of space.",Cause: Repeated failed sign-ins. Fix: Account unlocked by IT support.,0.0,TDX-10009,disk_space_full,disk_space_full,resolved
Two-factor login failing on phone app,Cause: Device token out of sync with identity platform. Fix: Reset MFA enrollment and re-register authenticator app.,1.0,TDX-10010,mfa_issue,mfa_issue,resolved
Two-factor login failing on phone app,Cause: Previous token expired. Fix: Generated fresh password reset link.,0.0,TDX-10010,mfa_issue,mfa_issue,resolved
Production environment for internal app is unavailable.,Cause: Application service down. Fix: Restarted failed service and brought it back online.,1.0,TDX-10011,server_unavailable,server_unavailable,resolved
Production environment for internal app is unavailable.,"Cause: Application not targeted correctly. Fix: Assigned package properly, installation finished without errors.",0.0,TDX-10011,server_unavailable,server_unavailable,resolved
"Laptop C drive almost full, causing save failures and performance issues.","Cause: Local profile cache consuming excessive space. Fix: Cleaned profile cache and temporary files, freeing up enough space.",1.0,TDX-10012,disk_space_full,disk_space_full,resolved
"Laptop C drive almost full, causing save failures and performance issues.",Cause: Sender impersonation from outside. Fix: Quarantined message and blocked similar patterns.,0.0,TDX-10012,disk_space_full,disk_space_full,resolved
Printer unavailable from Jordan's computer,Cause: Local printer mapping stale. Fix: Clear queue and reinstall printer mapping.,1.0,TDX-10013,printer_issue,printer_issue,resolved
Printer unavailable from Jordan's computer,Cause: File deleted. Fix: Recovered copy from backup and placed back in shared folder.,0.0,TDX-10013,printer_issue,printer_issue,resolved
Recover deleted file from backup,Cause: File deleted. Fix: Recovered copy from backup and placed back in shared folder.,1.0,TDX-10014,data_recovery,data_recovery,resolved
Recover deleted file from backup,Cause: Local cache and cookies for that site were corrupted. Fix: Resetting browser cache and cookies resolved the issue.,0.0,TDX-10014,data_recovery,data_recovery,resolved
two-factor login failing on phone app,Cause: device token out of sync with identity platform. Fix: re-synced MFA token and verification prompt accepted code.,1.0,TDX-10015,mfa_issue,mfa_issue,resolved
two-factor login failing on phone app,Cause: Application service down. Fix: Restarted failed service and brought it back online.,0.0,TDX-10015,mfa_issue,mfa_issue,resolved
Two-factor login failing on phone app.,Cause: Device token out of sync with identity platform. Fix: Reset MFA enrollment and re-register authenticator app.,1.0,TDX-10016,mfa_issue,mfa_issue,resolved
Two-factor login failing on phone app.,Cause: File deleted. Fix: Recovered copy from backup and placed back in shared folder.,0.0,TDX-10016,mfa_issue,mfa_issue,resolved
Browser cannot reach external websites due to proxy error,Cause: Proxy settings misconfigured. Fix: Reset old proxy configuration and reapply managed settings.,1.0,TDX-10019,internet_access,internet_access,resolved
Browser cannot reach external websites due to proxy error,"Cause: Local C drive cache and temp files oversized. Fix: Cleared local cache and temp files, restored free space.",0.0,TDX-10019,internet_access,internet_access,resolved
Outlook desktop client keeps prompting for password,Cause: Cached credentials issue. Fix: Clear cached credentials and sign in again.,1.0,TDX-10020,email_issue,email_issue,resolved
Outlook desktop client keeps prompting for password,Cause: Proxy settings misconfigured. Fix: Reset old proxy configuration and reapply managed settings.,0.0,TDX-10020,email_issue,email_issue,resolved
"New hire missing email, VPN, and ERP app access",Cause: Provisioning task was queued. Fix: Reran provisioning task.,1.0,TDX-10021,onboarding_offboarding,onboarding_offboarding,resolved
"New hire missing email, VPN, and ERP app access",Cause: Sender impersonation from outside. Fix: Quarantined message and blocked similar patterns.,0.0,TDX-10021,onboarding_offboarding,onboarding_offboarding,resolved
Workstation reboots with blue screen before sign-in.,Cause: Faulty driver update. Fix: Removed bad driver and applied approved version.,1.0,TDX-10022,workstation_failure,workstation_failure,resolved
Workstation reboots with blue screen before sign-in.,"Cause: Application not targeted correctly. Fix: Assigned package properly, installation finished without errors.",0.0,TDX-10022,workstation_failure,workstation_failure,resolved
MFA code not working,Cause: Device token out of sync. Fix: Reset MFA enrollment and re-register authenticator app.,1.0,TDX-10023,mfa_issue,mfa_issue,resolved
MFA code not working,Cause: Corrupted local profile data. Fix: Rebuilt application's local profile data.,0.0,TDX-10023,mfa_issue,mfa_issue,resolved
"New hire missing email, VPN, and ERP app access.",Cause: Identity workflow did not finish pushing all entitlements. Fix: Reran provisioning task.,1.0,TDX-10026,onboarding_offboarding,onboarding_offboarding,resolved
"New hire missing email, VPN, and ERP app access.","Cause: Outdated docking station firmware. Fix: Updated docking station firmware, peripherals stayed connected.",0.0,TDX-10026,onboarding_offboarding,onboarding_offboarding,resolved
Outlook desktop client not loading mailbox,Cause: Cached credentials issue. Fix: Clear cached credentials and sign in again.,1.0,TDX-10027,email_issue,email_issue,resolved
Outlook desktop client not loading mailbox,Cause: Corrupted local profile data. Fix: Rebuilt application's local profile data.,0.0,TDX-10027,email_issue,email_issue,resolved
Outlook desktop app keeps asking for password,Cause: Stale local credentials in Outlook. Fix: Cleared credential cache and re-added account.,1.0,TDX-10028,email_issue,email_issue,resolved
Outlook desktop app keeps asking for password,Cause: Application service down. Fix: Restarted failed service and brought it back online.,0.0,TDX-10028,email_issue,email_issue,resolved
Reset link expired and not working,Cause: Previous token expired. Fix: Generated fresh password reset link.,1.0,TDX-10029,password_reset,password_reset,resolved
Reset link expired and not working,Cause: Device token out of sync with identity platform. Fix: Reset MFA enrollment and re-register authenticator app.,0.0,TDX-10029,password_reset,password_reset,resolved
Account locked due to repeated failed sign-ins.,Cause: Repeated failed sign-ins. Fix: Account unlocked by IT support.,1.0,TDX-10030,account_locked,account_locked,resolved
Account locked due to repeated failed sign-ins.,"Cause: Outdated docking station firmware. Fix: Updated docking station firmware, peripherals stayed connected.",0.0,TDX-10030,account_locked,account_locked,resolved
"API response format changed, client service not handling it.",Cause: API contract change. Fix: Roll forward client configuration to current API contract.,1.0,TDX-10031,api_failure,api_failure,resolved
"API response format changed, client service not handling it.",Cause: Local cache and cookies for that site were corrupted. Fix: Resetting browser cache and cookies resolved the issue.,0.0,TDX-10031,api_failure,api_failure,resolved
Received a suspicious email about payroll or invoice review.,Cause: Sender impersonation from outside the organization. Fix: Message confirmed as phishing and removed from mailboxes; no compromise steps required because user did not click link.,1.0,TDX-10032,phishing_report,phishing_report,resolved
Received a suspicious email about payroll or invoice review.,Cause: Stale site data in browser cache and cookies. Fix: Reset affected browser cache and cookies.,0.0,TDX-10032,phishing_report,phishing_report,resolved
Keyboard and mouse keep disconnecting from the dock.,"Cause: Outdated docking station firmware. Fix: Updated docking station firmware, peripherals stayed connected.",1.0,TDX-10033,peripheral_issue,peripheral_issue,resolved
Keyboard and mouse keep disconnecting from the dock.,Cause: Sender impersonation from outside the organization. Fix: Message confirmed as phishing and removed from mailboxes; no compromise steps required because user did not click link.,0.0,TDX-10033,peripheral_issue,peripheral_issue,resolved
New hire missing onboarding accounts,Cause: Identity workflow did not finish pushing all entitlements. Fix: Reran provisioning task.,1.0,TDX-10034,onboarding_offboarding,onboarding_offboarding,resolved
New hire missing onboarding accounts,"Cause: Application not targeted correctly. Fix: Assigned package properly, installation finished without errors.",0.0,TDX-10034,onboarding_offboarding,onboarding_offboarding,resolved
onboarding request incomplete,Cause: provisioning task queued. Fix: re-ran provisioning task.,1.0,TDX-10035,onboarding_offboarding,onboarding_offboarding,resolved
onboarding request incomplete,"Cause: Local profile cache consuming excessive space. Fix: Cleaned profile cache and temporary files, freeing up enough space.",0.0,TDX-10035,onboarding_offboarding,onboarding_offboarding,resolved
"API response format changed, breaking integration.",Cause: API response payload change from upstream service. Fix: Update downstream service to match new response format.,1.0,TDX-10036,api_failure,api_failure,resolved
"API response format changed, breaking integration.",Cause: Proxy settings misconfigured. Fix: Corrected proxy settings and external browsing works again.,0.0,TDX-10036,api_failure,api_failure,resolved
Reported suspicious email asking for credentials.,Cause: Sender impersonation from outside. Fix: Quarantined message and blocked similar patterns.,1.0,TDX-10038,phishing_report,phishing_report,resolved
Reported suspicious email asking for credentials.,"Cause: Outdated docking station firmware. Fix: Updated docking station firmware, peripherals stayed connected.",0.0,TDX-10038,phishing_report,phishing_report,resolved
Printer queue stuck on REQUESTER's machine.,"Cause: Local printer mapping stale. Fix: Removed and re-added the printer, test page printed successfully.",1.0,TDX-10039,printer_issue,printer_issue,resolved
Printer queue stuck on REQUESTER's machine.,Cause: File deleted. Fix: Recovered copy from backup and placed back in shared folder.,0.0,TDX-10039,printer_issue,printer_issue,resolved
Installer says no permission for software request.,"Cause: Application not targeted correctly. Fix: Assigned package properly, installation finished without errors.",1.0,TDX-10040,permission_issue,software_install,resolved
Installer says no permission for software request.,Cause: Stale site data in browser cache and cookies. Fix: Reset affected browser cache and cookies.,0.0,TDX-10040,permission_issue,software_install,resolved
Browser keeps failing on a specific website.,Cause: Local cache and cookies for that site were corrupted. Fix: Resetting browser cache and cookies resolved the issue.,1.0,TDX-10041,browser_issue,browser_issue,resolved
Browser keeps failing on a specific website.,Cause: Sender impersonation from outside the organization. Fix: Message confirmed as phishing and removed from mailboxes; no compromise steps required because user did not click link.,0.0,TDX-10041,browser_issue,browser_issue,resolved
Account locked after too many failed sign-ins.,Cause: Repeated failed sign-ins. Fix: Account unlocked by IT support.,1.0,TDX-10042,account_locked,account_locked,resolved
Account locked after too many failed sign-ins.,"Cause: Local printer mapping stale. Fix: Removed and re-added printer, test page printed successfully.",0.0,TDX-10042,account_locked,account_locked,resolved
Cannot reset password due to expired token.,Cause: Previous reset token had expired. Fix: Issued new reset email and removed expired token from account.,1.0,TDX-10043,password_reset,password_reset,resolved
Cannot reset password due to expired token.,Cause: File deleted and not recoverable via normal recycle bin. Fix: Restored from prior snapshot and placed back in shared folder.,0.0,TDX-10043,password_reset,password_reset,resolved
VPN connection fails after authentication,Cause: Outdated VPN client profile. Fix: Updated the profile and reconnected.,1.0,TDX-10044,vpn_issue,vpn_issue,resolved
VPN connection fails after authentication,Cause: Local cache and cookies for that site were corrupted. Fix: Resetting browser cache and cookies resolved the issue.,0.0,TDX-10044,vpn_issue,vpn_issue,resolved
Browser cannot connect to proxy server,Cause: Proxy settings misconfigured. Fix: Corrected proxy settings and external browsing works again.,1.0,TDX-10045,internet_access,internet_access,resolved
Browser cannot connect to proxy server,Cause: Machine certificate expired. Fix: Renewed device certificate and re-applied Wi-Fi profile.,0.0,TDX-10045,internet_access,internet_access,resolved
"API response format changed, breaking downstream parser.",Cause: API response payload change from upstream broke downstream parser. Fix: Update downstream service to match upstream response format.,1.0,TDX-10046,api_failure,api_failure,resolved
"API response format changed, breaking downstream parser.",Cause: File deleted. Fix: Recovered copy from backup and placed back in shared folder.,0.0,TDX-10046,api_failure,api_failure,resolved
Application launches and freezes on launch.,Cause: Corrupted local profile data. Fix: Rebuilt application's local profile data.,1.0,TDX-10047,application_crash,application_crash,resolved
Application launches and freezes on launch.,Cause: Repeated failed sign-ins. Fix: Account unlocked by IT support.,0.0,TDX-10047,application_crash,application_crash,resolved
"Printer queue stuck, printer appears offline.","Cause: Local printer mapping stale. Fix: Removed and re-added printer, test page printed successfully.",1.0,TDX-10048,printer_issue,printer_issue,resolved
"Printer queue stuck, printer appears offline.",Cause: Identity workflow did not finish pushing all entitlements. Fix: Reran provisioning task.,0.0,TDX-10048,printer_issue,printer_issue,resolved
